SK_ID_CURR,TARGET
100001,0.3394176402763893
100005,0.6910891044322569
100013,0.2416317014723154
100028,0.3647336852580324
100038,0.64915375554936
100042,0.3109819460653251
100057,0.18550410211289034
100065,0.5575523895234454
100066,0.1559927717429936
100067,0.6560227292379499
100074,0.426408356280714
100090,0.49651460864250896
100091,0.6961502187059123
100092,0.6532173185736101
100106,0.45879958763843487
100107,0.688666239882299
100109,0.4777942408536078
100117,0.23041065966168847
100128,0.5780505643773999
100141,0.22944635645745107
100150,0.2594410926946731
100168,0.14494100444323307
100169,0.34092273752849206
100170,0.42564544595548637
100171,0.3130328229344013
100172,0.5869877447746529
100184,0.5564872839301767
100187,0.4095203238479432
100212,0.40282610284622977
100222,0.4739611806900246
100223,0.2052265836681956
100232,0.21564522567486777
100241,0.6707017380255486
100245,0.2638143504959771
100253,0.2716964551437029
100256,0.6838776039694663
100271,0.16484884501880534
100278,0.7245170895386318
100280,0.14243239232348406
100306,0.688071262490083
100311,0.7055607389058886
100312,0.20831811084988114
100330,0.5028339064729609
100331,0.30559935424603063
100352,0.4985458587061062
100358,0.6232919544162349
100367,0.3902246176340377
100382,0.6890629897387582
100384,0.36493642698579676
100385,0.6468759846462099
100386,0.3587734779442847
100399,0.3195481542014622
100404,0.5020531970561725
100416,0.14699292625756344
100422,0.4903050931848065
100426,0.44873985085485113
100438,0.27472064997427376
100444,0.578259949959055
100445,0.6854283638205636
100446,0.5949425682167676
100447,0.21760977535955972
100450,0.3830633807514875
100466,0.33106503615522304
100483,0.28864259098013706
100484,0.12523792787565738
100494,0.4540690809392359
100510,0.747798988432246
100512,0.28393734578522384
100517,0.2689532198997191
100548,0.3978889905606913
100551,0.29564751621972746
100552,0.6451202470682393
100553,0.2625001758472395
100561,0.7777475139130535
100568,0.8723108331540959
100569,0.3163873411717669
100591,0.41663452019520614
100592,0.18780893736091012
100602,0.4814022148070492
100607,0.3380809501766231
100613,0.4701144761821908
100617,0.5690859344293728
100618,0.42850336942374423
100622,0.6452645068379378
100625,0.5609966768129091
100677,0.6449619306503919
100699,0.34670960709990367
100702,0.9096487523900837
100711,0.6522262493091654
100729,0.7393967390699192
100740,0.5672936097249561
100744,0.5916415168604687
100745,0.398865282353883
100747,0.5571859873786276
100751,0.870119740223121
100752,0.4053701295051164
100753,0.8451342081423832
100754,0.7682837168704325
100760,0.4289769698932345
100762,0.5669657427681067
100763,0.3210568624950444
100765,0.2675123596256818
100770,0.6385862118104998
100772,0.28670224615877504
100777,0.3939134682836935
100791,0.20051124465775827
100792,0.12150622188256366
100797,0.2692070882473975
100823,0.2893546306876891
100826,0.3517900535553583
100830,0.23278582955410135
100836,0.7954503045001362
100872,0.38083128746414685
100910,0.5048860950235577
100913,0.7289821547032816
100918,0.4377468321592896
100931,0.195981977380819
100952,0.4971266682259934
100953,0.37287788707282066
100965,0.7193458245473802
100970,0.33163541724034457
100982,0.6828556054627583
100983,0.5844113573369727
100984,0.43046046275148475
100987,0.5351420879233756
100997,0.40519937083531116
100998,0.5276561836417766
101002,0.5281003144167028
